id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text,audit_sampled,qwen_violation,qwen_category,qwen_confidence,qwen_reasoning,qwen_sex_match,qwen_error,qwen_model,qwen_audited_at
TR_SEX_002_0110,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,medium,teasing,teaser,emoji,acp11,"Bugünkü yayın o kadar ateşliydi ki, özelde devamı olmaz mı? DM’ler doldu abi 🔥",yes,true,Sexually_Explicit_Information,0.95,"The text uses highly suggestive language ('o kadar ateşliydi' - 'so fiery', 'özelde devamı olmaz mı?' - 'is there a private continuation?', 'DM’ler doldu abi' - 'DMs are full, bro') with emoji 🔥, clearly implying solicitation of private sexual content or activity. This matches Turkish UGC patterns for adult content promotion, where 'özel' and 'DM' are common euphemisms for sexual exchanges. No protected identity, state security, or violent intent is present; the intent is consensual sexual solic",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:49:59+00:00
TR_SEX_002_0111,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,playful,fragmented_chat,code_mix,lc06,abi DM’de bekliyorum lan 😂 mesajım açıkmış zaten 🔥 hadi hadi gel de biraz ateşlenelim,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('biraz ateşlenelim' - 'let's get heated'), slang ('lan', '🔥'), and direct invitation to private messaging ('DM’de bekliyorum') with arousal-focused intent. The tone and phrasing are clearly lewd and aimed at initiating sexual interaction, fitting the definition of Sexually_Explicit_Information in Turkish UGC context. No protected identity attack or severe harm is present, so this is not Hate_Speech or Dangerous_Content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:27+00:00
TR_SEX_002_0112,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,semi_explicit,short,direct,announcement,none,da05,Açık görüşlü partner arıyorum. Evli çift ya da gizli tanışmalar kabul. Zevk odaklı buluşmalar için görüşelim.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks consensual sexual encounters ('zevk odaklı buluşmalar'), mentions acceptance of married couples and secret meetings ('evli çift ya da gizli tanışmalar kabul'), and uses sexually suggestive language framed around sexual pleasure. This aligns with the definition of Sexually_Explicit_Information: arousal-focused content, hookup solicitation, and sexual role intent in Turkish UGC. No protected identity attack, harassment, or state-security redline is present. The intent is ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:07:22+00:00
TR_SEX_002_0113,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,medium,teasing,reply,emoji,gc05,abi hadi biraz roleplay yapalım mı 😈 top ya da bottom istersin bakalım 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual roleplay solicitation ('hadı biraz roleplay yapalım mı'), sexual orientation/role indicators ('top ya da bottom'), and sexually suggestive emojis (😈🔥), indicating consensual adult sexual intent in a Turkish UGC context. This matches the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:09:51+00:00
TR_SEX_002_0114,TR,tr-TR,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,very_short,humorous,reply,misspelling,meme02,abi o fotoğraftaki haliyle de yandım knk 😂,yes,true,Sexually_Explicit_Information,0.95,"The text 'abi o fotoğraftaki haliyle de yandım knk 😂' uses colloquial Turkish slang ('yandım' = 'I got turned on', 'knk' = 'kanka' = buddy) in a context clearly referencing sexual arousal triggered by someone's appearance in a photo. The emoji 😂 does not neutralize the sexual implication; it is commonly used in Turkish UGC to soften or mockingly frame explicit intent. This matches the definition of Sexually_Explicit_Information: arousal-focused content with sexual implication using romanized sla",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:35:22+00:00
TR_SEX_002_0118,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,direct,invitation,none,pct13,Özel içerik siparişleri alıyorum. Sizin tarzınıza uygun videolar hazırlayabilirim. Detaylar için DM’ye yazın.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly offers custom sexual content ('özel içerik'), invites private communication ('DM’ye yazın') for personalized videos tailored to the recipient's preferences, and uses language typical of paid adult content solicitation in Turkish UGC. This constitutes clear sexualized commercial intent with arousal-focused, consensual sexual service promotion, fitting Sexually_Explicit_Information. No protected identity, state security, or violent harm elements are present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:58:55+00:00
TR_SEX_003_0001,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,direct,reply,none,LC_010,kamera hep böyle açık kalsın abi 😏 yaşıyor muyuz?,yes,true,Sexually_Explicit_Information,0.95,"The text uses a suggestive emoji (😏) and phrasing ('kamera hep böyle açık kalsın abi') implying sexual intent, likely referring to keeping a camera open for voyeuristic or sexually explicit purposes. The follow-up 'yaşıyor muyuz?' adds a flirtatious, arousal-focused tone. This aligns with sexually explicit content in Turkish UGC context, even if indirect. No harassment, hate, or state-security redline applies. Category is Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:15+00:00
TR_SEX_003_0002,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,teaser,emoji,CM_023,kardeşim izlerken aletimin sesini duydunuz mu 😂 ya geceyi nasıl bitireceğiz?,yes,true,Sexually_Explicit_Information,0.95,"The text uses colloquial Turkish with sexual implication: 'aletimin sesini duydunuz mu' (did you hear my tool's sound?) is a euphemistic and slang reference to sexual arousal or masturbation, paired with 'ya geceyi nasıl bitireceğiz?' (how will we end the night?), which implies sexual activity. The emoji 😂 is used ironically to downplay but not neutralize the sexual intent. This is consensual sexual innuendo typical of adult UGC in Turkey, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:22+00:00
TR_SEX_003_0004,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_hookup,semi_explicit,very_short,direct,reply,punctuation_play,LC_007,yayıncı buralarda mısın... cidden geceye devam edelim??!!,yes,true,Sexually_Explicit_Information,0.95,"The text 'yayıncı buralarda mısın... cidden geceye devam edelim??!!' uses suggestive, contextually intimate language ('geceye devam edelim') in a live chat setting, implying consensual sexual continuation after an initial interaction. The informal, flirtatious tone with emphatic punctuation ('??!!') and the reference to continuing the night together strongly imply sexual intent, fitting the definition of Sexually_Explicit_Information in Turkish UGC contexts. No harassment, hate, or state-securit",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:11:17+00:00
TR_SEX_003_0005,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,playful,teaser,abbreviation,PB_004,"DM’lere açığım 😈 filtre yok, sadece ciddiler",yes,true,Sexually_Explicit_Information,0.95,"The text 'DM’lere açığım 😈 filtre yok, sadece ciddiler' uses a sexualized emoji (😈) and explicitly invites direct messages with no filters, implying open sexual availability. The phrase 'sadece ciddiler' (only serious ones) is a common Turkish euphemism in UGC for seeking consensual sexual or romantic encounters, often with sexual intent. This matches the definition of Sexually_Explicit_Information: arousal-focused, hookup solicitation, and lewd intent in a profile bio context. No harassment, ha",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:09:54+00:00
TR_SEX_003_0006,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,short,casual,list_like,spacing,GC_031,bunları kim deneyecek bakalım 😏 1. camda tanışılan 2. evli çift 3. rolleri seven abi,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive phrasing ('bunları kim deneyecek bakalım 😏') followed by three sexually charged scenarios: 'camda tanışılan' (met in a mirror/reflective surface, implying voyeurism or public intimacy), 'evli çift' (married couple, implying sexual roleplay or taboo), and 'rolleri seven abi' (bro who likes roles, implying BDSM or sexual roleplay). The emoji 😏 reinforces sexual innuendo. The context is clearly soliciting or teasing consensual sexual experimentation, fitting Sexually_Explic",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:54+00:00
TR_SEX_003_0007,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,implicit_but_trainable,very_short,teasing,reply,emoji,LC_009,yayıncıyı soyup bakalım mı👀👀,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'yayıncıyı soyup bakalım mı' (let's strip the broadcaster and see) combined with the eye emojis 👀👀 implies explicit sexual intent and voyeuristic arousal, typical of lewd sexual solicitation in Turkish online chat contexts. The language is colloquial, sexually suggestive, and focused on sexualized observation, fitting the definition of Sexually_Explicit_Information. No protected identity or state-security redline is triggered; this is consensual sexualized UGC.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:05:54+00:00
TR_SEX_003_0008,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,none,DM_019,"mesaj atılan var mı canım? sevişmeyi bekleyemiyorum, gel de beni yaksın 🔥",yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual euphemisms ('sevişmeyi bekleyemiyorum', 'beni yaksın') combined with a fire emoji (🔥), which in Turkish UGC context strongly implies consensual sexual intent and arousal-focused solicitation. This aligns with the definition of Sexually_Explicit_Information as sexual acts and arousal-focused content in informal digital communication.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:08:41+00:00
TR_SEX_003_0009,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,fragmented_chat,misspelling,CM_045,"abi 30 saniye yeter bana, gerisini sen getir 😂",yes,true,Sexually_Explicit_Information,0.95,"The text 'abi 30 saniye yeter bana, gerisini sen getir 😂' uses colloquial Turkish with sexual implication: '30 saniye yeter bana' (30 seconds is enough for me) implies a sexual act duration, and 'gerisini sen getir' (you handle the rest) suggests sexual continuation or performance, framed with a laughing emoji to soften but not eliminate the lewd intent. This is consensual sexual innuendo typical of adult UGC in Turkey, fitting Sexually_Explicit_Information. No protected identity, threat, or sta",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:11:42+00:00
TR_SEX_003_0010,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_content_promo,semi_explicit,very_short,commercial,announcement,code_mix,LC_021,hot sesli preview var canım 🔥 DM’den gel,yes,true,Sexually_Explicit_Information,0.95,"The text 'hot sesli preview var canım 🔥 DM’den gel' uses Turkish slang ('canım' as endearment, 'hot sesli preview' implying sensual/sexual voice content) with a fire emoji (🔥) and directs the recipient to DM (direct message) for access. This is a clear, contextually plausible solicitation for sexually explicit audio content in a consensual adult UGC context, matching the definition of Sexually_Explicit_Information. No protected identity, state security, or violent intent is present. The phrasing",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:51:52+00:00
TR_SEX_003_0011,TR,tr-TR,Sexually_Explicit_Information,dm,adult_hookup,explicit,short,direct,invitation,none,DM_008,gece 3’te mesajımda var mısın abi? cevaplarsın 😉,yes,true,Sexually_Explicit_Information,0.95,"The text 'gece 3’te mesajımda var mısın abi? cevaplarsın 😉' uses a late-night intimate timing ('gece 3’te') combined with a suggestive emoji ('😉') and a casual, flirtatious tone ('abi' + 'cevaplarsın') to imply sexual or romantic availability in a context that goes beyond casual conversation. In Turkish UGC, this phrasing is commonly interpreted as a sexually suggestive overture, especially when paired with the winking emoji. The intent aligns with arousal-focused, consensual sexual implication,",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:08:34+00:00
TR_SEX_003_0012,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,playful,teaser,abbreviation,PB_007,tanışma grubu full 🔥 DM acemi değilim 😏,yes,true,Sexually_Explicit_Information,0.95,"The text 'tanışma grubu full 🔥 DM acemi değilim 😏' uses Turkish slang in a sexualized context: 'tanışma grubu full' implies a group for meeting people with romantic/sexual intent, 'full' suggests availability or intensity, '🔥' is a common emoji for sexual heat, and 'DM acemi değilim 😏' ('I'm not a beginner in DMs') with the winking emoji clearly implies experience in direct sexual or flirtatious messaging. This is consensual sexual intent in user-generated content, fitting Sexually_Explicit_Info",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:46:55+00:00
